buy_ratio_5m,buy_ratio_1h,ofi_5m,vol_acceleration,price_change_5m,price_change_1h,liq_to_fdv,liquidity_usd,wash_score,label
0.4309050891355218,0.4861813121664652,-0.1381898217289563,0.6549638200127117,22.16918856065828,-25.95903867497742,0.0661932128100704,22181.14374453254,52.32063269686324,0
0.8630357298074371,0.5340613956250129,0.7260714596148743,0.5667668327888062,1.973045578914548,29.42869185948281,0.1461052135287102,22822.255055071968,0.8479721025507869,0
0.6989954563585539,0.7627284359213081,0.3979909127171077,0.2712801749525939,-7.816026216900955,34.78260658921714,0.2385005985929056,46747.29786380372,68.74363997767932,0
0.5989938631477775,0.4540026316359352,0.1979877262955549,1.3084742262320364,3.4762240823210675,6.60116202597714,0.0641253755016246,34331.83227762752,19.538546461484174,0
0.2670139803318274,0.7717898108873028,-0.4659720393363452,0.9064376309074572,-4.606407618408416,54.86872895381476,0.342562117355555,8689.97723471324,48.10012537137689,0
0.266995890252152,0.3028806585860149,-0.466008219495696,2.810761190077441,-5.400761319476819,24.53910311561536,0.0207195580522044,51261.56272972414,21.02052162804593,0
0.1935627091261496,0.7160790623251785,-0.6128745817477008,0.045690961527167,7.198208807258512,21.066312682314702,0.0501065918380484,10178.534500311642,2.3533714578492293,0
0.7996321093312014,0.7585285798328418,0.5992642186624029,1.4454350776826743,-17.244753700358743,-16.084467679157253,0.0552816987434047,49497.15722837856,48.32205516980166,0
0.6008362588074067,0.3590905917024032,0.2016725176148133,2.015271242074408,-15.327147069906726,19.68496214053352,0.2159617791302715,41793.149467517,42.48336066107071,0
0.6810544333470342,0.5082079194233202,0.3621088666940684,1.9949710838746515,2.2314905644873138,9.419781940112331,0.2518444647457639,40759.32120621172,42.51495135243807,0
0.1654383707218518,0.3492998647981933,-0.6691232585562963,3.04108822548006,1.7322975330508257,16.99572506677567,0.1674589106355797,7730.959010690311,20.88061599288703,0
0.8774323891214958,0.6739624773965307,0.7548647782429916,1.8280653693969664,6.122654924479229,-13.114640478533268,0.1225800627905848,52039.58463347403,94.72045897481792,0
0.7743319806003163,0.571208660836994,0.5486639612006325,3.6798364411142863,24.502704661800664,7.202472108974667,0.3256337764939674,35927.320040673134,0.3507151810694497,1
0.3092543330087071,0.6311940080249926,-0.3814913339825858,0.5662307317875344,3.2541684329098537,-16.42153750537395,0.0366315336533038,34360.724477140706,89.15454499973386,0
0.2863687254053254,0.3678921801737267,-0.4272625491893491,0.9794213846989708,9.178065804017535,-49.6783024991508,0.1193138258417887,48724.9832224366,73.69019231394822,0
0.2875533823900753,0.3770475172314517,-0.4248932352198493,0.0198516108673397,-9.706395227375584,28.957614214459586,0.0252550757335486,49484.22464585742,17.20720335332715,0
0.3781816822196533,0.2748983953059438,-0.2436366355606933,0.0097746658388739,11.215251962198446,-33.55972454223793,0.0154171526368445,3665.080421554111,47.21919863035545,0
0.5435673237241784,0.4432405211174378,0.0871346474483567,0.3844448516150491,-4.316690381328133,6.679661619560402,0.1478181559035584,12205.007343248515,98.88500815082726,0
0.4739587639815869,0.585846796800205,-0.0520824720368262,0.1487609253347805,2.857049990973118,12.325053236225994,0.0859812283535234,20830.16211546585,64.36982369843072,0
0.3684218551485314,0.7647609483983973,-0.2631562897029371,0.4219470723023116,0.6938164991700597,12.164075396576372,0.114662683386916,55043.24333431338,12.73767238186675,0
0.6088896710417846,0.6501564684752084,0.2177793420835692,0.2727923596077635,14.395690818968372,-3.076976839956255,0.3301693914074376,47197.437344794576,45.76422388564318,0
0.2546203954890313,0.5112377940398509,-0.4907592090219372,0.0405084717323436,-13.719718652499994,10.780286881999334,0.0735622375371963,61216.257759818414,46.82030965728124,0
0.3691084864014136,0.8218720686364827,-0.2617830271971728,3.3603410939258835,-25.39886361538048,15.774176744629052,0.3142910131892024,59897.10492964892,80.22633328831084,0
0.4247713824702688,0.681547120345499,-0.1504572350594624,0.0115599789670047,-0.5611923650550938,22.374120393799625,0.2732697430270818,68621.67236347668,91.61629328261552,0
0.4920524881627769,0.80809912171753,-0.0158950236744461,1.8649643278642387,7.622375082861489,47.336033484606574,0.1373137548049247,31703.15174861208,8.224154328873457,0
0.7388819710447602,0.5665527839632993,0.4777639420895203,0.2310686746914867,3.82723250969,9.854853787455134,0.2231568966187522,29242.449629205963,31.403728695283228,0
0.2997553366187698,0.4053425648758837,-0.4004893267624604,3.4062437019409484,16.786450848966936,5.601221125442547,0.1833298878120701,66903.6937366434,29.84381268851149,0
0.5356758288102087,0.2816960118188332,0.0713516576204174,3.12622961574382,7.24847209015602,-18.66822413375235,0.0600741730440895,20914.1188747068,99.60481249190182,0
0.5943109266465318,0.6856509108903103,0.1886218532930637,1.4854431768329617,-4.766179982318319,14.898658097483423,0.3638022754763285,38240.85895970454,55.92271166913997,0
0.1848378095399983,0.3227817988033205,-0.6303243809200034,1.5616381156162915,-25.905041849676167,20.68457757851421,0.2321510073584464,17560.23803172435,87.98314961199844,0
0.6056586389260787,0.4316650769631803,0.2113172778521574,0.0074948245757074,-0.8477468103426191,-0.8075796070406804,0.3532936178602274,73322.65751578906,42.60328494448239,0
0.2778930927654686,0.5694825447303384,-0.4442138144690627,5.8676509738309015,14.335508027093576,17.615312604600927,0.3312923396071832,34104.73351498847,72.27231504089364,0
0.1987886947389596,0.5886499526678486,-0.6024226105220807,2.9433083020359705,-2.704573392005376,-3.3129048387335445,0.041112610870675,18967.734612889195,28.65856423041461,0
0.86166415294,0.6103499181922816,0.72332830588,3.15672996034438,2.3398431641331703,20.774816302223098,0.0908355597471964,56131.03776909068,91.17860234892336,0
0.8742240248059195,0.3497531982098203,0.7484480496118391,1.507226246962199,7.0563230516805024,26.81505785074359,0.066651834606184,21459.96256131209,45.51462409865338,0
0.7562980110873458,0.4778424428929892,0.5125960221746917,0.5919127150738416,-10.183508490997792,26.465696668262137,0.3340040177868983,75621.52924569232,80.37254973160873,0
0.378460326880028,0.62031653627018,-0.2430793462399439,3.137409848901041,9.478830759665808,6.946108153532516,0.3463541843175289,30990.318647729386,25.58168833425648,0
0.2232540855047879,0.8318913187802708,-0.5534918289904243,0.4824807583139078,21.64546148002047,-21.99920379042629,0.2159088888252627,54009.65518789237,69.36043419218791,0
0.6631747698841177,0.6865786826198133,0.3263495397682354,1.158027104865364,-0.073760222720876,-11.297826316045516,0.0506294482781227,29256.482164699537,40.51584044000358,0
0.4801143703047009,0.8035622542563746,-0.0397712593905981,0.14708629699048,-11.54877306198762,18.87893309711821,0.0628904812317763,65061.53268199421,3.143942297454705,0
0.2415286761335841,0.7073272349885062,-0.5169426477328318,3.570668877399819,1.2007876757363154,65.22030764350568,0.3272840368509243,72011.51242926513,41.30082537590635,0
0.5213826825834527,0.6050301813354402,0.0427653651669053,0.2124068413673367,-24.692609303306423,-4.518019288302046,0.3723841532464388,63563.67285464593,55.00216417554205,0
0.1757913908364138,0.3652140214818067,-0.6484172183271724,0.3566627464354284,6.042839167719392,15.3959419597035,0.0877955171931561,68258.67395138279,15.17616139131752,0
0.8319903015590866,0.6500113911355079,0.6639806031181732,1.14344855541628,7.427292531782946,-9.901313936985083,0.0143436548241474,10395.764165166787,18.391310519261506,0
0.3440849862000127,0.6240277395759442,-0.3118300275999746,2.0220446684495057,22.107635526146748,-20.34917610622752,0.1390716330088034,74115.01247006265,46.48627983231569,0
0.6468917132654864,0.6114815022743598,0.2937834265309729,1.352229748858503,-0.3279375107995008,-12.907896589434063,0.0218947619626737,50883.30648783423,34.27297124334066,0
0.3837833070670582,0.5438715207929444,-0.2324333858658835,0.3697958973283696,6.901824057757644,-48.06179941756679,0.3329102172704348,69864.35874288047,44.074053800336266,0
0.5400510158833581,0.5671939623935653,0.0801020317667162,0.0013208824605913,-8.335457228630814,37.83587657269377,0.2016897803182381,55543.8492243697,46.08269893227228,0
0.5600327095074598,0.4506655162708624,0.1200654190149195,1.981439179670636,-2.2771254463009445,-51.75325632286534,0.2603257037175777,18143.194312137555,14.007604370275562,0
0.2886408416441453,0.5615876155853818,-0.4227183167117094,5.899072500656798,-16.302225239946374,-2.59570576001582,0.1704791016932514,49740.52037753993,18.11945752701148,0
0.8771884708234189,0.3685335434070869,0.7543769416468378,2.3243836697017453,-0.337475455398827,-25.453197383751363,0.1447479433348679,9548.333578543425,84.81653934794943,0
0.7313496175208359,0.7331046384162261,0.4626992350416719,0.8631963744038037,-1.6637098422227783,-18.10950538405511,0.096658161099673,56418.53484190729,16.271868931048406,0
0.8546242061731418,0.3614661728192246,0.7092484123462837,3.277379925552515,5.59039719306675,38.4130664934667,0.3105076933448768,34197.588433744386,66.59143330082608,0
0.8211205128207366,0.3009797739336798,0.6422410256414732,0.7383244319500727,-5.483162563991671,9.0266747507848,0.2812635579220565,14259.320915266191,41.85280467677921,0
